panel,x,y,persistence,taxable_share,incremental_pass_through,beta,beta_low,beta_high,pre_price_dkk_kg,damage_dkk_kg,announcement_dkk_kg,attribution_share,implementation_dkk_kg,remaining_gap_dkk_kg,conf_low,conf_high,sensitivity_low,sensitivity_high
1,0,.2,0,.25,.2,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,.375258157444381,65.53860074865521,65.53860074865521,65.53860074865521,32.29643190619678,150.2931118891361
3,0,.32,0,.75,.32,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,1.801239155733029,64.11261975036656,64.11261975036656,64.11261975036656,30.87045090790813,148.8671308908475
4,0,.92,0,1,.92,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,6.904750096976611,59.00910880912298,59.00910880912298,59.00910880912298,25.76693996666455,143.7636199496039
4,0,.4,0,1,.4,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,3.002065259555048,62.91179364654455,62.91179364654455,62.91179364654455,29.66962480408611,147.6663047870254
2,0,.6,0,.5,.6,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,2.251548944666286,63.66230996143331,63.66230996143331,63.66230996143331,30.42014111897487,148.4168211019142
2,0,.44,0,.5,.44,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,1.651135892755276,64.26272301334431,64.26272301334431,64.26272301334431,31.02055417088588,149.0172341538252
2,0,.24,0,.5,.24,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,.9006195778665144,65.01323932823308,65.01323932823308,65.01323932823308,31.77107048577464,149.767750468714
4,0,.52,0,1,.52,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,3.902684837421563,62.01117406867803,62.01117406867803,62.01117406867803,28.76900522621959,146.7656852091589
2,0,.3,0,.5,.3,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,1.125774472333143,64.78808443376644,64.78808443376644,64.78808443376644,31.54591559130802,149.5425955742473
2,0,.98,0,.5,.98,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,3.677529942954934,62.23632896314466,62.23632896314466,62.23632896314466,28.99416012068622,146.9908401036255
2,0,.96,0,.5,.96,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,3.602478311466057,62.31138059463353,62.31138059463353,62.31138059463353,29.0692117521751,147.0658917351144
2,0,.82,0,.5,.82,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,3.077116891043924,62.83674201505567,62.83674201505567,62.83674201505567,29.59457317259723,147.5912531555366
2,0,.66,0,.5,.66,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,2.476703839132915,63.43715506696667,63.43715506696667,63.43715506696667,30.19498622450824,148.1916662074476
3,0,.64,0,.75,.64,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,3.602478311466057,62.31138059463353,62.31138059463353,62.31138059463353,29.0692117521751,147.0658917351144
3,0,.76,0,.75,.76,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,4.277942994865944,61.63591591123365,61.63591591123365,61.63591591123365,28.39374706877521,146.3904270517145
